Cheval	Âge	Sexe	Race	Courses	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Gain moyen	Valeur
RUE DES ORTEAUX	5	F	PUR SANG	8	0	4	5300,00	2384,00	7684,00	662,50	185
LIBERTE CHERIE	8	F	PUR SANG	7	0	3	5297,00	2213,00	7510,00	756,71	175
ZOLIA D'OROUX	3	F	PUR SANG	5	0	4	5294,00	3969,00	9263,00	1058,80	275
AL GHARIYA	3	F	PUR SANG	3	1	1	5288,00	216,00	5504,00	1762,67	340
DANICA	3	F	PUR SANG	3	1	1	5288,00	3966,00	9254,00	1762,67	285
LE LEGIONNAIRE	3	M	PUR SANG	4	0	4	5285,00	3963,00	9248,00	1321,25	375
LOVE THE STARS	7	F	PUR SANG	6	0	4	5283,00	2376,00	7659,00	880,50	265
PERTUSATO	8	H	PUR SANG	2	0	2	5282,00	2376,00	7658,00	2641,00	310
MOON NIGHT	4	H	PUR SANG	6	0	3	5281,00	2375,00	7656,00	880,17	200
PAS DE VAGUES	3	M	PUR SANG	6	0	5	5279,00	3958,00	9237,00	879,83	355
ZARAKVA	4	F	PUR SANG	4	0	4	5278,00	2372,00	7650,00	1319,50	350
DARNETAL	5	H	PUR SANG	5	0	4	5260,00	2006,00	7266,00	1052,00	280
SARI MAN	3	H	PUR SANG	4	0	4	5250,00	1968,00	7218,00	1312,50	260
ELIMA	3	F	PUR SANG	2	0	2	5248,00	3936,00	9184,00	2624,00	390
PARIS BABE	4	F	PUR SANG	2	0	2	5241,00	2358,00	7599,00	2620,50	415
MOUSTIQUE	3	H	PUR SANG	4	0	4	5238,00	3928,00	9166,00	1309,50	290
PRINCENOIR	3	H	PUR SANG	4	1	1	5230,00	360,00	5590,00	1307,50	270
LAITH	4	M	PUR SANG	3	0	2	5223,00	2349,00	7572,00	1741,00	380
MOONZIKNUIT	3	H	PUR SANG	3	1	1	5219,00	164,00	5383,00	1739,67	325
ETATIQUE	7	H	PUR SANG	6	0	2	5208,00	2342,00	7550,00	868,00	310
TREVANION	6	H	PUR SANG	2	0	2	5208,00	0,00	5208,00	2604,00	325
PALAIS BYZANTIN	2	M	PUR SANG	1	0	1	5206,00	3904,00	9110,00	5206,00	
KINGA	2	F	PUR SANG	2	0	1	5206,00	3904,00	9110,00	2603,00	
LADY ARAVACA	2	F	PUR SANG	1	0	1	5206,00	3904,00	9110,00	5206,00	
QUINTE FLUSH AAS	2	M	PUR SANG	1	0	1	5206,00	0,00	5206,00	5206,00	
MONSIEUR FANTAISIE	8	H	PUR SANG	10	0	4	5193,00	0,00	5193,00	519,30	175
BOKEI	3	H	PUR SANG	2	0	2	5186,00	0,00	5186,00	2593,00	
LOVELY DREAM	4	F	PUR SANG	5	0	4	5185,00	2332,00	7517,00	1037,00	230
YOUR MY HEART	3	H	PUR SANG	4	1	2	5179,00	884,00	6063,00	1294,75	270
PRINCESS ALMA	3	F	PUR SANG	6	0	5	5174,00	3880,00	9054,00	862,33	280
CHARISMATIC CHICK	4	F	PUR SANG	12	0	5	5173,00	0,00	5173,00	431,08	220
ROMA ANTICA	3	F	PUR SANG	6	1	1	5172,00	129,00	5301,00	862,00	245
ACCLAM	8	H	PUR SANG	11	0	6	5172,00	2324,00	7496,00	470,18	275
STANGHELI	5	H	PUR SANG	4	0	2	5172,00	2326,00	7498,00	1293,00	360
OCTOBRE ROSE	3	F	PUR SANG	4	1	2	5171,00	878,00	6049,00	1292,75	260
KERNO QUATZ	6	M	PUR SANG	9	0	6	5169,00	2324,00	7493,00	574,33	310
KAPTAIN NORDIK	9	H	PUR SANG	9	0	4	5164,00	2322,00	7486,00	573,78	230
FLAMBOYANTE	7	F	PUR SANG	6	0	4	5164,00	2322,00	7486,00	860,67	265
WESTMINSTER LOVE	4	F	PUR SANG	7	0	3	5160,00	2321,00	7481,00	737,14	280
VEGA	5	F	PUR SANG	6	0	3	5155,00	2318,00	7473,00	859,17	290
ELUSIVE BELARDO	4	F	PUR SANG	5	0	3	5151,00	2317,00	7468,00	1030,20	335
CALYPSO	6	H	PUR SANG	11	0	5	5150,00	0,00	5150,00	468,18	290
SKY DREAM	3	F	PUR SANG	4	0	3	5149,00	3861,00	9010,00	1287,25	335
KLARABELLE	4	F	PUR SANG	5	0	3	5148,00	2316,00	7464,00	1029,60	205
QUIET WIFE	4	F	PUR SANG	7	0	5	5145,00	2313,00	7458,00	735,00	305
VIVELAVIE	5	F	PUR SANG	6	0	6	5140,00	2313,00	7453,00	856,67	495
VERMEER	4	H	PUR SANG	4	0	2	5138,00	2311,00	7449,00	1284,50	295
MARIYAM	3	F	PUR SANG	5	0	4	5131,00	3848,00	8979,00	1026,20	325
BAIONA	7	F	PUR SANG	6	0	5	5129,00	2306,00	7435,00	854,83	200
HANSOTTOGRUBER	5	H	PUR SANG	2	0	2	5115,00	0,00	5115,00	2557,50	275
STELLA MARINA	6	F	PUR SANG	6	0	3	5108,00	2296,00	7404,00	851,33	260
ATLANTIGO	7	H	PUR SANG	7	1	2	5106,00	2296,00	7402,00	729,43	195
TWO NIJINSKY CEN	3	F	PUR SANG	4	0	4	5101,00	3825,00	8926,00	1275,25	305
LISTANGANA	3	F	PUR SANG	7	0	6	5100,00	3825,00	8925,00	728,57	430
ZOAR	3	M	PUR SANG	3	0	3	5099,00	3823,00	8922,00	1699,67	365
MATAKI	3	M	PUR SANG	4	0	4	5098,00	3822,00	8920,00	1274,50	380
MATCH ANTHEM	5	H	PUR SANG	5	0	2	5096,00	0,00	5096,00	1019,20	280
REVE DE VIE	3	F	PUR SANG	8	0	3	5094,00	3820,00	8914,00	636,75	280
EXCLUSIVE RED	3	F	PUR SANG	3	0	3	5088,00	3815,00	8903,00	1696,00	300
GLORIETTE SAN	6	F	PUR SANG	2	0	2	5083,00	2287,00	7370,00	2541,50	320
ELLE LA VITESSE	5	F	PUR SANG	6	0	4	5083,00	0,00	5083,00	847,17	235
NENA	3	F	PUR SANG	6	0	5	5078,00	3808,00	8886,00	846,33	295
MAMINOA	4	F	PUR SANG	6	0	3	5072,00	2282,00	7354,00	845,33	190
WALMORYA	3	F	PUR SANG	3	0	2	5071,00	3802,00	8873,00	1690,33	305
FORGOTTEN SON	3	M	PUR SANG	3	0	2	5064,00	3796,00	8860,00	1688,00	330
SODA ZABEEL	3	F	PUR SANG	4	0	3	5063,00	3796,00	8859,00	1265,75	330
LE ROI RENE	4	H	PUR SANG	3	0	3	5061,00	2275,00	7336,00	1687,00	395
BAHIA WARANA	5	H	PUR SANG	14	0	8	5055,00	2271,00	7326,00	361,07	170
DINA QUEEN	3	F	PUR SANG	2	0	2	5052,00	3789,00	8841,00	2526,00	
NICK BOUTIQUE	4	H	PUR SANG	9	0	5	5051,00	2272,00	7323,00	561,22	265
LOVEROSE	4	F	PUR SANG	1	1	0	5050,00	0,00	5050,00	5050,00	
LA TURBIE	3	F	PUR SANG	1	1	0	5050,00	0,00	5050,00	5050,00	
BARSSIO	4	M	PUR SANG	4	0	3	5040,00	2266,00	7306,00	1260,00	265
NIAGARO	7	M	PUR SANG	3	0	2	5037,00	0,00	5037,00	1679,00	400
VENT DU REVE	11	H	PUR SANG	7	0	5	5036,00	2265,00	7301,00	719,43	150
ATIENZA	3	H	PUR SANG	4	0	3	5033,00	3774,00	8807,00	1258,25	375
PIERIAN	3	F	PUR SANG	1	0	1	5030,00	0,00	5030,00	5030,00	370
SHAATIR	3	H	PUR SANG	1	0	1	5030,00	0,00	5030,00	5030,00	
DANAFLO	3	F	PUR SANG	8	0	5	5024,00	3766,00	8790,00	628,00	240
IMAGINE CHOP	6	H	PUR SANG	6	1	3	5020,00	2259,00	7279,00	836,67	570
WHILAND	5	F	PUR SANG	9	0	3	5019,00	2257,00	7276,00	557,67	245
SUCCESS STORY	8	F	PUR SANG	7	0	4	5013,00	2255,00	7268,00	716,14	150
LUCKY D'ID	4	H	PUR SANG	11	0	5	5013,00	2254,00	7267,00	455,73	205
BAK'S WOOD	5	H	PUR SANG	2	1	1	5000,00	2250,00	7250,00	2500,00	635
DUBAI ARMANI	3	H	PUR SANG	1	1	0	5000,00	3750,00	8750,00	5000,00	
VELOCITAS	3	F	PUR SANG	1	1	0	5000,00	0,00	5000,00	5000,00	
MEADOW BREEZE	3	F	PUR SANG	1	1	0	5000,00	3750,00	8750,00	5000,00	
LEHMAN	7	M	PUR SANG	5	1	2	5000,00	2250,00	7250,00	1000,00	615
RIPLEY	3	M	PUR SANG	3	0	3	5000,00	2454,00	7454,00	1666,67	330
MOWGLI	6	H	PUR SANG	3	0	2	4997,00	2247,00	7244,00	1665,67	250
JOHN WICK	7	H	PUR SANG	3	0	3	4982,00	2241,00	7223,00	1660,67	290
ATAMAK	4	H	PUR SANG	6	1	1	4967,00	2235,00	7202,00	827,83	250
WAKABURN	7	H	PUR SANG	4	0	4	4967,00	2233,00	7200,00	1241,75	415
SHACKLETON	4	H	PUR SANG	6	0	4	4961,00	2230,00	7191,00	826,83	250
SASKIA DES PLACES	4	F	PUR SANG	4	0	3	4958,00	2230,00	7188,00	1239,50	285
GOKITA	2	F	PUR SANG	2	0	2	4953,00	3714,00	8667,00	2476,50	
HO HOLY MOLY	3	F	PUR SANG	3	0	3	4948,00	0,00	4948,00	1649,33	335
SECULIER	4	H	PUR SANG	10	0	2	4944,00	2224,00	7168,00	494,40	185
SIGTUNA	4	H	PUR SANG	4	0	3	4944,00	2224,00	7168,00	1236,00	365
LUCY GALESTE	5	F	PUR SANG	5	0	2	4940,00	2222,00	7162,00	988,00	270
ZUCHETTO	2	H	PUR SANG	3	0	2	4932,00	3698,00	8630,00	1644,00	
WHY NOT	2	F	PUR SANG	2	0	2	4932,00	3699,00	8631,00	2466,00	
SHELBYLANDOR	6	F	PUR SANG	7	1	2	4922,00	2214,00	7136,00	703,14	215
LE ROCKEUR	6	M	PUR SANG	3	0	1	4922,00	2214,00	7136,00	1640,67	320
SPACE QUAKE	7	H	PUR SANG	9	0	8	4915,00	2210,00	7125,00	546,11	165
COMTESSE VERA	7	F	PUR SANG	5	0	5	4909,00	2208,00	7117,00	981,80	180
GOLDEN RIVER	6	F	PUR SANG	6	0	3	4899,00	2202,00	7101,00	816,50	225
SPANISH BREEZE CEN	4	M	PUR SANG	2	0	2	4898,00	2204,00	7102,00	2449,00	410
GREAT SPIRIT	3	H	PUR SANG	4	0	3	4896,00	2736,00	7632,00	1224,00	330
WAKAI GO	8	H	PUR SANG	4	0	3	4896,00	0,00	4896,00	1224,00	255
SONARAH	3	F	PUR SANG	7	0	6	4895,00	3315,00	8210,00	699,29	255
ST KILDA	3	F	PUR SANG	7	1	1	4884,00	3663,00	8547,00	697,71	270
NECTAR DES DIEUX	3	H	PUR SANG	4	1	1	4884,00	663,00	5547,00	1221,00	310
BLACK PANTHER	8	F	PUR SANG	11	0	5	4882,00	1183,00	6065,00	443,82	150
THE BLACK FRIDAY	2	M	PUR SANG	6	0	5	4881,00	3659,00	8540,00	813,50	
ARMANO	3	M	PUR SANG	5	0	4	4880,00	3660,00	8540,00	976,00	620
SHAMABEND	7	H	PUR SANG	5	0	4	4877,00	2193,00	7070,00	975,40	170
RISKAYA	8	F	PUR SANG	3	1	1	4875,00	2193,00	7068,00	1625,00	185
ORLOVKA	4	F	PUR SANG	5	1	1	4875,00	2193,00	7068,00	975,00	165
LAVIS	4	H	PUR SANG	10	0	5	4874,00	2192,00	7066,00	487,40	190
WOODCHUCK	6	H	PUR SANG	1	0	1	4872,00	2192,00	7064,00	4872,00	510
NYMPHENBURG	2	M	PUR SANG	3	0	3	4866,00	3649,00	8515,00	1622,00	
MICHAEL THE GREAT	3	M	PUR SANG	5	0	1	4864,00	3648,00	8512,00	972,80	400
JUST THE TWO OF US	3	M	PUR SANG	1	0	1	4864,00	3648,00	8512,00	4864,00	445
FIREFALL	3	M	PUR SANG	3	0	1	4864,00	0,00	4864,00	1621,33	400
KING KARA	7	H	PUR SANG	6	0	3	4848,00	2180,00	7028,00	808,00	315
PURPLE RAIN	6	H	PUR SANG	2	0	2	4848,00	2181,00	7029,00	2424,00	310
I AM PARADOU	4	H	PUR SANG	5	0	3	4843,00	2178,00	7021,00	968,60	365
ROLEXXA	4	F	PUR SANG	9	0	7	4832,00	2171,00	7003,00	536,89	245
SIRE CHOP	2	M	PUR SANG	3	0	2	4830,00	3622,00	8452,00	1610,00	
LUDWIG DER ZWEITE	2	M	PUR SANG	2	0	2	4830,00	3622,00	8452,00	2415,00	
ERALA	2	F	PUR SANG	2	0	2	4830,00	3622,00	8452,00	2415,00	
MILANO	3	M	PUR SANG	2	0	2	4830,00	0,00	4830,00	2415,00	340
SERINES	5	F	PUR SANG	3	0	2	4828,00	0,00	4828,00	1609,33	380
ENBAKIRUN	3	M	PUR SANG	3	0	3	4826,00	3619,00	8445,00	1608,67	300
LALOU	6	F	PUR SANG	4	0	4	4823,00	0,00	4823,00	1205,75	320
TALKA	3	F	PUR SANG	3	0	3	4816,00	3611,00	8427,00	1605,33	320
HAPPY AGAIN	5	H	PUR SANG	8	0	4	4814,00	2165,00	6979,00	601,75	280
DRAMAKUTA	5	F	PUR SANG	5	1	3	4810,00	2164,00	6974,00	962,00	460
FROMONTINE	4	F	PUR SANG	4	0	3	4810,00	2163,00	6973,00	1202,50	310
AISHITERU	3	F	PUR SANG	2	0	2	4808,00	0,00	4808,00	2404,00	370
MANDLEFT	9	F	PUR SANG	7	0	4	4801,00	2159,00	6960,00	685,86	250
ZAMASIYA	4	F	PUR SANG	4	1	1	4800,00	1800,00	6600,00	1200,00	265
KOELLE ALAAF	3	H	PUR SANG	3	0	3	4800,00	2100,00	6900,00	1600,00	280
JIEPIES MELODY	6	F	PUR SANG	7	0	4	4789,00	2153,00	6942,00	684,14	300
CHANT DORE	4	M	PUR SANG	5	0	4	4789,00	2152,00	6941,00	957,80	275
GREY BELLE	7	F	PUR SANG	9	0	4	4783,00	2150,00	6933,00	531,44	240
AUSTRALIPS	3	F	PUR SANG	6	0	5	4778,00	3582,00	8360,00	796,33	295
INDY B	3	F	PUR SANG	3	0	2	4770,00	0,00	4770,00	1590,00	370
ELENKA	4	F	PUR SANG	10	0	5	4769,00	2145,00	6914,00	476,90	230
BRAVE SHIINA	9	H	PUR SANG	9	0	6	4762,00	2140,00	6902,00	529,11	265
KATIE LIGHT	4	F	PUR SANG	7	0	5	4761,00	2140,00	6901,00	680,14	265
NARKEZ	5	H	PUR SANG	2	0	1	4760,00	2142,00	6902,00	2380,00	450
ORION QUEEN	5	F	PUR SANG	1	0	1	4760,00	2142,00	6902,00	4760,00	480
DARING PRINCE	5	M	PUR SANG	3	0	1	4760,00	2142,00	6902,00	1586,67	440
MISS JUSTICE	5	F	PUR SANG	1	0	1	4760,00	2142,00	6902,00	4760,00	460
AMARENA DODVILLE	5	F	PUR SANG	5	0	2	4755,00	2139,00	6894,00	951,00	265
MANAHATA	4	F	PUR SANG	1	1	0	4750,00	0,00	4750,00	4750,00	
AQUASINA	3	F	PUR SANG	4	1	0	4750,00	0,00	4750,00	1187,50	245
CHIVERE	5	F	PUR SANG	11	0	6	4750,00	2135,00	6885,00	431,82	225
ZEROSTRESS	10	H	PUR SANG	1	0	1	4750,00	0,00	4750,00	4750,00	420
ARIOSTO	3	H	PUR SANG	4	0	3	4722,00	3540,00	8262,00	1180,50	305
SHALIMAR	3	F	PUR SANG	4	0	3	4704,00	0,00	4704,00	1176,00	315
GOT SEA	5	H	PUR SANG	9	0	5	4700,00	1136,00	5836,00	522,22	220
TAMAGHU	4	H	PUR SANG	4	0	3	4697,00	2113,00	6810,00	1174,25	305
AMILA	3	F	PUR SANG	1	0	1	4694,00	3519,00	8213,00	4694,00	
ORION DREAM	3	F	PUR SANG	1	0	1	4694,00	3519,00	8213,00	4694,00	
GALISTARS	3	F	PUR SANG	1	0	1	4694,00	3519,00	8213,00	4694,00	
NARYMAN	3	H	PUR SANG	2	0	1	4694,00	3519,00	8213,00	2347,00	390
VICTORIOUS ESCAPE	3	F	PUR SANG	1	0	1	4694,00	3519,00	8213,00	4694,00	
MORGANA GOLD	3	F	PUR SANG	2	0	1	4694,00	3519,00	8213,00	2347,00	
NINA'S VICTORIA	3	F	PUR SANG	1	0	1	4694,00	0,00	4694,00	4694,00	
LIFETIMES	4	M	PUR SANG	1	0	1	4694,00	0,00	4694,00	4694,00	
UNDERSTUDY	4	F	PUR SANG	1	0	1	4694,00	0,00	4694,00	4694,00	440
SUN SONG	4	F	PUR SANG	3	1	1	4692,00	2111,00	6803,00	1564,00	240
PLACEHOLDER	5	F	PUR SANG	4	0	3	4683,00	0,00	4683,00	1170,75	315
MISS APRES	3	F	PUR SANG	9	0	4	4681,00	0,00	4681,00	520,11	280
LADY TEDSMORE	3	F	PUR SANG	5	0	2	4680,00	0,00	4680,00	936,00	360
HARDWEL	2	M	PUR SANG	2	0	2	4676,00	3507,00	8183,00	2338,00	
LIKING	5	H	PUR SANG	8	0	4	4665,00	2098,00	6763,00	583,13	270
RUE RECAMIER	3	F	PUR SANG	3	0	2	4664,00	3497,00	8161,00	1554,67	355
TERFAAS DESERT	3	M	PUR SANG	4	0	3	4660,00	0,00	4660,00	1165,00	300
RAPIDO PRESTO	8	H	PUR SANG	6	0	4	4636,00	2083,00	6719,00	772,67	300
SOTTCAT FAL	3	F	PUR SANG	2	0	2	4636,00	3477,00	8113,00	2318,00	
CONTADOR	3	M	PUR SANG	2	0	2	4636,00	0,00	4636,00	2318,00	
LOFTY TALES	3	F	PUR SANG	3	0	2	4636,00	0,00	4636,00	1545,33	340
NEWLOVE DE BRABOIS	3	M	PUR SANG	5	0	3	4633,00	924,00	5557,00	926,60	260
ORANGE VIF	7	H	PUR SANG	8	0	3	4632,00	2083,00	6715,00	579,00	200
STAN LE GRAND	3	H	PUR SANG	4	0	2	4630,00	3472,00	8102,00	1157,50	320
ALHENA	4	F	PUR SANG	3	1	1	4617,00	277,00	4894,00	1539,00	315
TALISMAN TOUCH	9	H	PUR SANG	10	0	5	4611,00	1906,00	6517,00	461,10	260
KIASTEP	9	F	PUR SANG	6	0	3	4604,00	2071,00	6675,00	767,33	150
ELEGANZ	4	F	PUR SANG	2	0	2	4603,00	0,00	4603,00	2301,50	445
SOMETHING BLUE	4	F	PUR SANG	4	0	4	4600,00	2070,00	6670,00	1150,00	605
HORAGE	3	H	PUR SANG	5	0	4	4594,00	3445,00	8039,00	918,80	310
YEMASKA	8	H	PUR SANG	10	1	2	4584,00	2062,00	6646,00	458,40	220
MALINOVKA	5	F	PUR SANG	6	1	1	4584,00	2062,00	6646,00	764,00	270
SAILOR'S RETURN	3	F	PUR SANG	3	0	2	4581,00	0,00	4581,00	1527,00	310
CAPE CANNON	5	H	PUR SANG	4	0	3	4574,00	2057,00	6631,00	1143,50	340
BETISE	4	F	PUR SANG	6	0	3	4574,00	2057,00	6631,00	762,33	225
ILLOIS	8	H	PUR SANG	6	0	4	4573,00	2056,00	6629,00	762,17	155
REDSIA FAL	4	F	PUR SANG	5	0	2	4564,00	2052,00	6616,00	912,80	295
CANET DE SALARS	5	H	PUR SANG	3	0	3	4562,00	2052,00	6614,00	1520,67	335
LES TROIS VALLEES	6	H	PUR SANG	10	0	3	4560,00	2051,00	6611,00	456,00	200
BORNAWAY	4	F	PUR SANG	1	0	1	4560,00	2052,00	6612,00	4560,00	335
SILK ROADSTER	3	H	PUR SANG	1	0	1	4560,00	0,00	4560,00	4560,00	375
PRIDE OF FRANCE	3	H	PUR SANG	3	0	3	4555,00	3415,00	7970,00	1518,33	345
CADEAU DE NOEL	3	H	PUR SANG	3	0	3	4555,00	0,00	4555,00	1518,33	335
MARACAMAYA	5	F	PUR SANG	4	0	4	4553,00	2046,00	6599,00	1138,25	280
MERCI CHERI	3	F	PUR SANG	3	0	3	4553,00	3414,00	7967,00	1517,67	300
NIGHTJAR	3	F	PUR SANG	4	0	4	4553,00	0,00	4553,00	1138,25	310
STRIKE GOLD	3	M	PUR SANG	2	0	2	4542,00	0,00	4542,00	2271,00	
LAKOTA BEAU	4	M	PUR SANG	4	0	2	4538,00	2042,00	6580,00	1134,50	375
ZERO STRESS	3	F	PUR SANG	6	0	3	4538,00	0,00	4538,00	756,33	310
FITZCARRALDO	9	H	PUR SANG	5	0	2	4532,00	2039,00	6571,00	906,40	290
CHATEAU ESQUIULE	4	H	PUR SANG	3	0	2	4532,00	2038,00	6570,00	1510,67	565
JUBILE	7	H	PUR SANG	10	0	5	4525,00	2034,00	6559,00	452,50	220
INCREDIBLE	2	F	PUR SANG	2	0	2	4521,00	3390,00	7911,00	2260,50	
BOHEMOS	4	F	PUR SANG	6	0	4	4520,00	2034,00	6554,00	753,33	510
MATGIWELL	6	F	PUR SANG	6	1	3	4515,00	2030,00	6545,00	752,50	195
GOLDEN VALE	4	F	PUR SANG	6	0	2	4506,00	0,00	4506,00	751,00	235
MOONRISE FIRE	4	H	PUR SANG	3	1	0	4500,00	2025,00	6525,00	1500,00	270
SOUND OF SILENCE	4	H	PUR SANG	8	1	0	4500,00	2025,00	6525,00	562,50	180
BOISEMONT	4	H	PUR SANG	3	1	0	4500,00	2025,00	6525,00	1500,00	325
WHI PUMP PUMP	4	F	PUR SANG	3	0	3	4500,00	2025,00	6525,00	1500,00	260
SARMYA	3	F	PUR SANG	4	1	1	4480,00	3360,00	7840,00	1120,00	240
TIGRE ROUGE	7	H	PUR SANG	5	0	4	4480,00	2014,00	6494,00	896,00	220
ROCAMBOLESQUE	5	H	PUR SANG	6	0	2	4464,00	2008,00	6472,00	744,00	220
MOMO NELSON	7	H	PUR SANG	9	0	5	4456,00	2004,00	6460,00	495,11	220
ROCK BLANC	9	H	PUR SANG	3	0	2	4446,00	2000,00	6446,00	1482,00	415
DON'T SHUT ME DOWN	4	H	PUR SANG	5	0	4	4446,00	1999,00	6445,00	889,20	370
ADONIDE	3	F	PUR SANG	5	0	2	4446,00	3334,00	7780,00	889,20	350
MAKAN	3	H	PUR SANG	2	0	2	4446,00	3334,00	7780,00	2223,00	
FOREST GALORE	3	H	PUR SANG	2	0	2	4446,00	3334,00	7780,00	2223,00	360
AND WE DANCED	7	F	PUR SANG	9	0	6	4431,00	1633,00	6064,00	492,33	205
PRINCE AUBOIS	4	H	PUR SANG	5	0	2	4425,00	1991,00	6416,00	885,00	360
SYLVEROY	3	F	PUR SANG	5	0	5	4423,00	3316,00	7739,00	884,60	295
HONEY PEARL	3	F	PUR SANG	5	0	3	4420,00	3315,00	7735,00	884,00	345
WHITE MIRACLE	3	H	PUR SANG	2	0	2	4416,00	3312,00	7728,00	2208,00	330
ESIOL	3	F	PUR SANG	3	0	2	4416,00	3312,00	7728,00	1472,00	350
BARENIA	3	F	PUR SANG	4	0	3	4416,00	3312,00	7728,00	1104,00	285
MALWINA BELLA	4	F	PUR SANG	7	0	4	4414,00	1985,00	6399,00	630,57	235
STAR OF THE NIGHT	5	F	PUR SANG	3	0	2	4408,00	1982,00	6390,00	1469,33	365
THE BROWN BEVERLY	4	F	PUR SANG	8	1	3	4400,00	1980,00	6380,00	550,00	530
ZAKI WOODEN	4	F	PUR SANG	5	1	1	4400,00	0,00	4400,00	880,00	
SEA THE WOOD	6	H	PUR SANG	5	0	4	4400,00	1440,00	5840,00	880,00	250
ATHENA DU BRIZAIS	5	F	PUR SANG	5	0	4	4400,00	0,00	4400,00	880,00	
WILL POWER	4	H	PUR SANG	3	0	3	4400,00	0,00	4400,00	1466,67	
RIYABOVKA	5	F	PUR SANG	2	0	1	4390,00	1975,00	6365,00	2195,00	465
JOYPHORIA	3	F	PUR SANG	6	0	5	4386,00	3288,00	7674,00	731,00	275
TIME TO GALI	4	F	PUR SANG	12	0	5	4378,00	1968,00	6346,00	364,83	150
COME ALONE	4	H	PUR SANG	3	0	3	4366,00	0,00	4366,00	1455,33	270
TRYS	3	F	PUR SANG	3	1	1	4365,00	273,00	4638,00	1455,00	
DAHARIZ	4	H	PUR SANG	8	0	5	4359,00	1961,00	6320,00	544,88	225
ROYAL RIZZI	2	F	PUR SANG	2	0	1	4354,00	3265,00	7619,00	2177,00	
ST MARKSMAN	3	M	PUR SANG	4	0	4	4349,00	0,00	4349,00	1087,25	335
PIETER DE HOOCH	7	H	PUR SANG	5	0	2	4346,00	1955,00	6301,00	869,20	225
SPRING LILY	4	F	PUR SANG	4	0	2	4343,00	1954,00	6297,00	1085,75	285
BABAKOOL	5	M	PUR SANG	2	0	2	4342,00	1952,00	6294,00	2171,00	425
KLASH KARAYIB	4	F	PUR SANG	4	1	3	4340,00	1953,00	6293,00	1085,00	465
KINGSTRIDE	3	H	PUR SANG	3	0	3	4340,00	2129,00	6469,00	1446,67	330
DRAGONS BLOOD	4	H	PUR SANG	4	0	3	4340,00	0,00	4340,00	1085,00	285
PULP FICTION	3	F	PUR SANG	10	0	6	4338,00	3252,00	7590,00	433,80	225
VALERTA	5	F	PUR SANG	4	0	2	4331,00	1948,00	6279,00	1082,75	260
SUEZ	3	F	PUR SANG	8	0	6	4327,00	3243,00	7570,00	540,88	240
COME TI AMO	6	F	PUR SANG	7	0	4	4326,00	1946,00	6272,00	618,00	245
CRACKON	3	H	PUR SANG	2	0	2	4322,00	3240,00	7562,00	2161,00	395
GARIYANN	4	H	PUR SANG	6	0	3	4312,00	1939,00	6251,00	718,67	220
REDOUTABLE	3	M	PUR SANG	5	0	3	4292,00	3217,00	7509,00	858,40	280
KOREM	7	H	PUR SANG	7	0	4	4284,00	1926,00	6210,00	612,00	150
FELINI	3	H	PUR SANG	5	0	5	4284,00	3212,00	7496,00	856,80	290
VIZIOSA	3	F	PUR SANG	4	0	3	4276,00	3206,00	7482,00	1069,00	370
JORDAN BAKER	7	H	PUR SANG	8	0	4	4273,00	1921,00	6194,00	534,13	245
APOLLON	7	H	PUR SANG	4	0	3	4272,00	0,00	4272,00	1068,00	245
LEKER	3	H	PUR SANG	2	0	2	4265,00	3198,00	7463,00	2132,50	
GALASSI	3	H	PUR SANG	2	0	2	4265,00	3198,00	7463,00	2132,50	
STEP MORNING	8	H	PUR SANG	2	0	2	4262,00	1917,00	6179,00	2131,00	410
NOARDS	4	H	PUR SANG	5	0	5	4258,00	1913,00	6171,00	851,60	280
PIC PEN	4	H	PUR SANG	4	1	1	4256,00	1915,00	6171,00	1064,00	250
LA BARAKA	2	F	PUR SANG	4	0	4	4255,00	3190,00	7445,00	1063,75	
RUE VISCONTY	4	F	PUR SANG	2	0	2	4250,00	1911,00	6161,00	2125,00	280
MASTER LIGHT	6	H	PUR SANG	7	0	4	4249,00	1910,00	6159,00	607,00	160
CALAS QUEEN	8	F	PUR SANG	7	0	3	4248,00	1911,00	6159,00	606,86	150
BIG VICTOR	3	H	PUR SANG	5	0	4	4248,00	3185,00	7433,00	849,60	285
JOLIE CITY	2	F	PUR SANG	6	0	4	4248,00	3186,00	7434,00	708,00	
GOLDEN BREEZE	3	F	PUR SANG	7	0	4	4243,00	3180,00	7423,00	606,14	235
ALWAYS DANCING	9	F	PUR SANG	4	0	2	4242,00	1908,00	6150,00	1060,50	150
NORTH COAST	4	H	PUR SANG	4	0	3	4235,00	1904,00	6139,00	1058,75	225
CASH RULER	7	H	PUR SANG	7	0	3	4233,00	1904,00	6137,00	604,71	150
MERLE NOIR	4	H	PUR SANG	4	0	3	4233,00	1904,00	6137,00	1058,25	315
GLAVIA	4	F	PUR SANG	8	0	5	4230,00	1900,00	6130,00	528,75	290
PIQUOISEAU	4	H	PUR SANG	5	0	2	4230,00	1903,00	6133,00	846,00	390
BENOLY FAL	3	F	PUR SANG	7	0	4	4230,00	3172,00	7402,00	604,29	265
ALLEZ FRERES	3	H	PUR SANG	3	0	3	4226,00	3169,00	7395,00	1408,67	345
FLAMANVILLE	3	F	PUR SANG	3	0	3	4225,00	1068,00	5293,00	1408,33	
