Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
MME S. LANSLOTS	7	39	5	15	92253,00	40668,00	132921,00	16153,00	2365,46	13179	6
MME J. LE STANG	18	65	5	30	92165,00	47632,00	139797,00	15603,00	1417,92	5120	4
K. PLISSON	19	82	7	31	91098,00	41941,00	133039,00	14204,00	1110,95	4795	4
FX. BELVISI	8	38	4	20	90789,00	40848,00	131637,00	17100,00	2389,18	11349	5
TJ. MARTINS NOVAIS	34	102	4	40	87828,00	38667,00	126495,00	11659,00	861,06	2583	3
MME C. WHITFIELD	12	43	5	24	86679,00	34285,00	120964,00	12323,00	2015,79	7223	4
D. SMAGA	3	14	2	9	86516,00	39249,00	125765,00	16344,00	6179,71	28839	5
D. O'BRIEN	1	1	0	1	85650,00	0,00	85650,00	0,00	85650,00	85650	1
M. GEISLER	15	45	5	24	84125,00	38103,00	122228,00	15627,00	1869,44	5608	3
FX. WEISSMEIER	21	70	4	39	83908,00	23340,00	107248,00	7949,00	1198,69	3996	3
PIER. MENARD	11	39	6	25	83477,00	36273,00	119750,00	14110,00	2140,44	7589	4
P. SCHIERGEN	9	16	5	9	83224,00	25432,00	108656,00	9059,00	5201,50	9247	2
N. LE ROCH	11	33	5	14	82678,00	43976,00	126654,00	11729,00	2505,39	7516	3
R. AVIAL LOPEZ	12	61	4	31	81468,00	31080,00	112548,00	11256,00	1335,54	6789	5
AJ. BAPTISTA RIBEIRO DE ABREU	16	38	8	14	80595,00	41571,00	122166,00	12852,00	2120,92	5037	2
A. LARTIGAU	18	43	4	27	79953,00	4511,00	84464,00	12559,00	1859,37	4442	2
W. HICKST	16	28	4	16	78837,00	6315,00	85152,00	2778,00	2815,61	4927	2
N. LEENDERS	14	60	5	25	76569,00	22024,00	98593,00	13251,00	1276,15	5469	4
JV. TOUX	11	40	4	18	76220,00	9156,00	85376,00	3830,00	1905,50	6929	4
P. MONFORT (S)	6	23	3	16	76141,00	38525,00	114666,00	14017,00	3310,48	12690	4
MME M. DESVAUX	9	48	5	23	75554,00	33370,00	108924,00	14298,00	1574,04	8395	5
H. SHIMIZU	12	27	3	16	74628,00	43786,00	118414,00	13480,00	2764,00	6219	2
P. ADDA (S)	13	50	3	26	73684,00	39339,00	113023,00	14508,00	1473,68	5668	4
D. BONILLA (S)	8	44	2	29	72164,00	33292,00	105456,00	13115,00	1640,09	9020	6
M. ALONSO ROLDAN	23	89	1	46	71725,00	40922,00	112647,00	14266,00	805,90	3118	4
G. SOULIE	12	34	6	19	71715,00	30853,00	102568,00	13488,00	2109,26	5976	3
P. SIGAUD	5	30	5	14	71468,00	32151,00	103619,00	12443,00	2382,27	14294	6
S. ZULIANI (S)	11	34	4	21	71008,00	12445,00	83453,00	12990,00	2088,47	6455	3
LD. RACCO	12	35	3	16	70686,00	28492,00	99178,00	10148,00	2019,60	5890	3
V. LUKA	27	60	3	32	70568,00	16950,00	87518,00	6865,00	1176,13	2614	2
M. PLANARD	12	52	7	20	70450,00	34257,00	104707,00	13599,00	1354,81	5871	4
MME S. JAFFRELOT-BEDON	20	69	4	32	70126,00	26777,00	96903,00	12948,00	1016,32	3506	3
F. BOUALEM	9	51	5	20	68975,00	31028,00	100003,00	11847,00	1352,45	7664	6
A. WATRIGANT (S)	10	33	4	17	68625,00	37530,00	106155,00	12478,00	2079,55	6862	3
F. MONNIER (S)	17	68	4	32	67560,00	31488,00	99048,00	12932,00	993,53	3974	4
V. DEVILLARS	11	57	3	25	66625,00	29967,00	96592,00	11854,00	1168,86	6057	5
J. DA SILVA	7	41	5	14	65737,00	19376,00	85113,00	9100,00	1603,34	9391	6
N. GUILBERT	7	22	3	11	65298,00	24893,00	90191,00	9510,00	2968,09	9328	3
F. GUYADER (S)	23	80	1	41	65274,00	25851,00	91125,00	7287,00	815,93	2838	3
MME D. SCHOENHERR	11	36	3	21	65197,00	38503,00	103700,00	13467,00	1811,03	5927	3
MME A. TINCHON	17	54	4	21	64964,00	27640,00	92604,00	10482,00	1203,04	3821	3
A. SUBORICS	15	30	3	16	64690,00	13348,00	78038,00	6018,00	2156,33	4313	2
MF. WEISSMEIER	17	69	3	33	62506,00	28841,00	91347,00	11212,00	905,88	3677	4
C. PAUTIER	8	42	4	19	61995,00	27887,00	89882,00	11672,00	1476,07	7749	5
MME AL. GUILDOUX	11	53	4	34	61319,00	24082,00	85401,00	11344,00	1156,96	5574	5
S. SMRCZEK	14	32	2	21	60819,00	19016,00	79835,00	6521,00	1900,59	4344	2
S. PECORARO	9	26	4	14	60363,00	27156,00	87519,00	11050,00	2321,65	6707	3
MME I. JANACKOVA KOPLIKOVA	14	43	4	25	59887,00	8586,00	68473,00	3493,00	1392,72	4278	3
MME S. PENOT	10	42	4	13	59739,00	27470,00	87209,00	10587,00	1422,36	5974	4
G. BRAEM	8	38	4	17	59572,00	17948,00	77520,00	6293,00	1567,68	7446	5
JP. O'BRIEN	5	5	0	3	58895,00	987,00	59882,00	270,00	11779,00	11779	1
C. CORDUAN	8	28	3	14	58420,00	7900,00	66320,00	10714,00	2086,43	7302	4
L. BLANCHET (S)	9	27	3	11	57313,00	27311,00	84624,00	8448,00	2122,70	6368	3
MME J. SOUDAN	19	36	1	21	57189,00	22903,00	80092,00	8014,00	1588,58	3010	2
MME G. RARICK	18	90	1	35	56936,00	33092,00	90028,00	11628,00	632,62	3163	5
L. PONTOIR (S)	11	39	4	17	56052,00	28545,00	84597,00	9953,00	1437,23	5096	4
E. LECOIFFIER	12	36	4	14	55704,00	23716,00	79420,00	10120,00	1547,33	4642	3
MME J. DUPONT-FAHN	9	34	3	13	55547,00	25538,00	81085,00	10468,00	1633,74	6172	4
M. WEBER	8	31	3	18	54393,00	12564,00	66957,00	4740,00	1754,61	6799	4
M. NIGGE (S)	15	46	2	21	53659,00	23846,00	77505,00	9092,00	1166,50	3577	3
G. ARIZKORRETA ELOSEGUI	12	31	3	20	53548,00	23946,00	77494,00	8479,00	1727,35	4462	3
