Cheval	Âge	Sexe	Race	Courses	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Gain moyen	Valeur
BULLET ANT	3	M	PUR SANG	4	0	4	4085,00	3063,00	7148,00	1021,25	345
PENTAOUR	7	H	PUR SANG	4	0	2	4083,00	1837,00	5920,00	1020,75	385
CONTENTIOUS SOUL	5	H	PUR SANG	2	0	2	4075,00	1833,00	5908,00	2037,50	420
SODA ZABEEL	3	F	PUR SANG	2	0	2	4075,00	3055,00	7130,00	2037,50	340
NO GUTS NO GLORY	3	M	PUR SANG	2	0	2	4075,00	3055,00	7130,00	2037,50	
DEFINING	3	M	PUR SANG	2	0	2	4075,00	3055,00	7130,00	2037,50	
CADEAU DE NOEL	3	M	PUR SANG	2	0	2	4075,00	0,00	4075,00	2037,50	
MASTER LIGHT	6	H	PUR SANG	6	0	3	4071,00	1830,00	5901,00	678,50	160
ZALETTO	6	H	PUR SANG	5	0	3	4069,00	1830,00	5899,00	813,80	245
AGUA VITAE	5	H	PUR SANG	3	0	3	4059,00	1826,00	5885,00	1353,00	290
ILLUSTRE BERE	8	H	PUR SANG	2	0	2	4032,00	1814,00	5846,00	2016,00	230
KISS QUEEN	7	F	PUR SANG	2	0	2	4032,00	1814,00	5846,00	2016,00	150
TWARAB	4	H	PUR SANG	2	0	2	4030,00	1813,00	5843,00	2015,00	305
REVE DE VIE	3	F	PUR SANG	5	0	2	4018,00	3013,00	7031,00	803,60	300
NOBLE APPROACH	3	F	PUR SANG	3	0	3	4016,00	1512,00	5528,00	1338,67	310
SPLENDINO	6	H	PUR SANG	6	0	1	4010,00	1804,00	5814,00	668,33	275
FOUR FOUR FOUR	4	H	PUR SANG	6	0	1	4010,00	1804,00	5814,00	668,33	260
AINTREEGIRL	9	F	PUR SANG	5	0	3	4009,00	1634,00	5643,00	801,80	260
WALERICO	3	M	PUR SANG	2	0	2	4008,00	0,00	4008,00	2004,00	
SUPER ALEX	11	H	PUR SANG	4	1	0	4000,00	1800,00	5800,00	1000,00	335
STEWIE DES BOIS	5	H	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	
MALINOVKA	5	F	PUR SANG	4	1	0	4000,00	1800,00	5800,00	1000,00	300
PIALOTTA	5	F	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	
LOLLYPOP DE COTTE	5	F	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	
BANBAN	5	H	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	
PIC PEN	4	H	PUR SANG	2	1	0	4000,00	1800,00	5800,00	2000,00	260
MURMURE D ETOILE	4	H	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	
BATHYSSEUR	4	H	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	
KNUCKLE	4	F	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	350
SERPENTAR	4	H	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	
MORNING SEI	4	H	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	530
BELLE DE BEAUFAI	4	F	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	
LA CHOCOLATINE	4	F	PUR SANG	2	1	0	4000,00	0,00	4000,00	2000,00	
TELCHERBOLINE	4	F	PUR SANG	3	1	0	4000,00	1800,00	5800,00	1333,33	350
SUNSHINE BABY	4	F	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	360
YOUR MY HEART	3	H	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	
CORYPHEENE	3	F	PUR SANG	3	1	0	4000,00	3000,00	7000,00	1333,33	290
NECTAR DES DIEUX	3	H	PUR SANG	2	1	0	4000,00	0,00	4000,00	2000,00	
NEVADOS	3	H	PUR SANG	3	1	0	4000,00	0,00	4000,00	1333,33	
SACRE CHEF	3	H	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	
LEELOO DU MAZET	3	F	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	
BELBEST FAL	3	F	PUR SANG	4	1	0	4000,00	3000,00	7000,00	1000,00	265
KING OF EYLAU	4	H	PUR SANG	1	1	0	4000,00	1800,00	5800,00	4000,00	355
OCTOBRE ROSE	3	F	PUR SANG	1	1	0	4000,00	0,00	4000,00	4000,00	
P'TIT ROCK	3	H	PUR SANG	6	0	4	4000,00	2643,00	6643,00	666,67	245
WILLOWER	5	H	PUR SANG	3	0	3	3999,00	1798,00	5797,00	1333,00	260
CERVARO	7	H	PUR SANG	4	0	4	3998,00	1797,00	5795,00	999,50	245
HATRASNA FAL	3	F	PUR SANG	6	0	4	3991,00	2993,00	6984,00	665,17	245
PRINCE DES VILLES	5	H	PUR SANG	2	0	1	3990,00	1795,00	5785,00	1995,00	385
LAITH	4	M	PUR SANG	2	0	1	3990,00	1795,00	5785,00	1995,00	390
SYDNEY MOON	2	H	PUR SANG	1	0	1	3990,00	2992,00	6982,00	3990,00	
LUDWIG	2	M	PUR SANG	1	0	1	3990,00	2992,00	6982,00	3990,00	
CHARLESQUINT	9	H	PUR SANG	9	0	3	3982,00	1868,00	5850,00	442,44	260
MERLE NOIR	4	H	PUR SANG	3	0	2	3974,00	1788,00	5762,00	1324,67	315
WOODWOODED	3	F	PUR SANG	4	0	3	3968,00	2974,00	6942,00	992,00	260
VERSION COX	6	F	PUR SANG	5	0	3	3964,00	1783,00	5747,00	792,80	230
CAPTAIN CROCHET	6	H	PUR SANG	4	1	2	3962,00	1781,00	5743,00	990,50	260
MICHIGAN FIRE	5	H	PUR SANG	6	0	3	3957,00	1779,00	5736,00	659,50	290
RAOULE	4	F	PUR SANG	5	0	3	3955,00	0,00	3955,00	791,00	355
BALTFOOT FAL	4	F	PUR SANG	7	1	1	3951,00	90,00	4041,00	564,43	180
PRIDE OF FRANCE	3	M	PUR SANG	2	0	2	3938,00	2953,00	6891,00	1969,00	
BOLZANO	5	H	PUR SANG	3	0	2	3938,00	0,00	3938,00	1312,67	280
VA S'Y MIX	9	H	PUR SANG	3	0	2	3936,00	1770,00	5706,00	1312,00	330
MANA MAHA	8	F	PUR SANG	5	0	2	3936,00	1770,00	5706,00	787,20	270
PETIT ROBIN	3	H	PUR SANG	2	0	2	3936,00	216,00	4152,00	1968,00	350
DAR ES SALAAM	3	M	PUR SANG	3	0	2	3936,00	2952,00	6888,00	1312,00	360
EASY ON ME	4	H	PUR SANG	8	0	5	3931,00	1767,00	5698,00	491,38	205
VITUS BERING	5	H	PUR SANG	4	0	3	3920,00	1763,00	5683,00	980,00	195
CALYPSO	6	H	PUR SANG	8	0	3	3918,00	0,00	3918,00	489,75	295
VATHANA	3	F	PUR SANG	6	0	2	3914,00	2934,00	6848,00	652,33	295
JORDAN BAKER	7	H	PUR SANG	7	0	3	3913,00	1759,00	5672,00	559,00	250
PENRHEAD	6	F	PUR SANG	4	0	3	3913,00	1760,00	5673,00	978,25	220
GILDOR	3	H	PUR SANG	5	0	3	3912,00	2934,00	6846,00	782,40	280
AGNESIT'A	3	F	PUR SANG	6	0	4	3904,00	2927,00	6831,00	650,67	280
PRINCESSE MABEL	3	F	PUR SANG	4	1	1	3900,00	2925,00	6825,00	975,00	440
MONT STEELE	10	H	PUR SANG	6	0	3	3888,00	1749,00	5637,00	648,00	180
BEAUTIFUL MEMORY	6	F	PUR SANG	5	0	2	3888,00	1749,00	5637,00	777,60	280
ELUSIVE BELARDO	4	F	PUR SANG	4	0	2	3879,00	1745,00	5624,00	969,75	335
LADY MANA	5	F	PUR SANG	8	0	3	3870,00	1740,00	5610,00	483,75	250
ABACUR	5	H	PUR SANG	6	0	2	3862,00	1737,00	5599,00	643,67	340
ZEOLAKIS	5	H	PUR SANG	5	0	3	3857,00	1734,00	5591,00	771,40	320
SOLAIRE	6	F	PUR SANG	5	1	1	3850,00	1732,00	5582,00	770,00	200
COME TI AMO	6	F	PUR SANG	6	0	3	3846,00	1730,00	5576,00	641,00	245
VALZAK	5	H	PUR SANG	5	0	2	3842,00	1728,00	5570,00	768,40	230
SYRUS	4	H	PUR SANG	4	0	1	3838,00	1727,00	5565,00	959,50	260
LA BELLE ISOLA	2	F	PUR SANG	1	0	1	3836,00	2877,00	6713,00	3836,00	
THE BLACK FRIDAY	2	M	PUR SANG	3	0	3	3836,00	2876,00	6712,00	1278,67	
THE HIGHLIGHT	2	M	PUR SANG	1	0	1	3836,00	2877,00	6713,00	3836,00	
TESTERINE	3	F	PUR SANG	3	0	3	3833,00	2874,00	6707,00	1277,67	390
SHIVA FLOWER	4	F	PUR SANG	8	0	3	3831,00	0,00	3831,00	478,88	225
HORAGE	3	H	PUR SANG	3	0	3	3826,00	2869,00	6695,00	1275,33	330
ILLOIS	8	H	PUR SANG	4	0	3	3823,00	1719,00	5542,00	955,75	155
LAZZARO	6	H	PUR SANG	1	0	1	3820,00	0,00	3820,00	3820,00	440
RED GUST	4	H	PUR SANG	4	0	3	3812,00	1714,00	5526,00	953,00	250
MISS ELORZ	4	F	PUR SANG	5	0	3	3809,00	0,00	3809,00	761,80	250
ACE	4	M	PUR SANG	2	0	2	3807,00	1713,00	5520,00	1903,50	280
NEW TOWN	5	F	PUR SANG	8	0	6	3806,00	1206,00	5012,00	475,75	165
DIVA BELLA	4	F	PUR SANG	1	1	0	3800,00	1710,00	5510,00	3800,00	620
RANGO	3	H	PUR SANG	6	0	5	3800,00	2850,00	6650,00	633,33	570
GALA	4	F	PUR SANG	3	0	2	3796,00	1707,00	5503,00	1265,33	380
MASAYA	3	F	PUR SANG	2	0	2	3796,00	2845,00	6641,00	1898,00	315
HUR CAT	9	H	PUR SANG	5	0	3	3792,00	1706,00	5498,00	758,40	195
MISS TARKEN	4	F	PUR SANG	2	0	2	3790,00	1705,00	5495,00	1895,00	335
SPACE QUAKE	7	H	PUR SANG	8	0	7	3790,00	1704,00	5494,00	473,75	165
GO KEN GO	3	M	PUR SANG	6	0	3	3784,00	2838,00	6622,00	630,67	345
GOLDEN BREEZE	3	F	PUR SANG	5	0	3	3783,00	2835,00	6618,00	756,60	250
MONONOF	6	H	PUR SANG	2	0	2	3780,00	1701,00	5481,00	1890,00	375
TOLEO	3	H	PUR SANG	4	0	2	3779,00	2834,00	6613,00	944,75	275
BREIZH MOON	6	F	PUR SANG	6	0	3	3768,00	1694,00	5462,00	628,00	345
OFF TO DUBAI	3	H	PUR SANG	4	0	2	3764,00	2823,00	6587,00	941,00	330
SHAMABEND	7	H	PUR SANG	4	0	3	3752,00	1687,00	5439,00	938,00	170
TERANGA	6	F	PUR SANG	5	1	0	3750,00	0,00	3750,00	750,00	265
L'ETOILE DE FRANCE	5	F	PUR SANG	6	1	0	3750,00	1687,00	5437,00	625,00	200
THE CHARMER	8	H	PUR SANG	4	0	2	3749,00	1686,00	5435,00	937,25	280
SAPHO	4	F	PUR SANG	2	0	2	3749,00	1686,00	5435,00	1874,50	280
KLARABELLE	4	F	PUR SANG	3	0	2	3748,00	1686,00	5434,00	1249,33	230
EAGLEHAWK	7	M	PUR SANG	5	0	2	3741,00	1682,00	5423,00	748,20	335
LA PANTHOURIE	6	F	PUR SANG	2	1	1	3740,00	1683,00	5423,00	1870,00	510
QUEEN D'AUNOU	4	F	PUR SANG	6	0	5	3736,00	1679,00	5415,00	622,67	295
MOMOUR	12	H	PUR SANG	5	0	4	3732,00	0,00	3732,00	746,40	215
SARENZO	3	H	PUR SANG	2	0	2	3728,00	2796,00	6524,00	1864,00	
CUNNING FOX	5	M	PUR SANG	3	0	3	3720,00	1673,00	5393,00	1240,00	360
CORTELLA	4	F	PUR SANG	5	0	4	3712,00	1670,00	5382,00	742,40	340
FLYING SAUCER	3	F	PUR SANG	3	0	3	3704,00	0,00	3704,00	1234,67	320
SIYOUKING	5	H	PUR SANG	2	0	2	3703,00	1666,00	5369,00	1851,50	400
MIRAGE BLOU	4	M	PUR SANG	4	1	1	3692,00	1661,00	5353,00	923,00	250
ANONYME	10	H	PUR SANG	5	0	4	3689,00	1658,00	5347,00	737,80	185
GOLDEN FRIEND	3	M	PUR SANG	3	0	2	3688,00	2766,00	6454,00	1229,33	320
SAINT AQUILIN	5	H	PUR SANG	4	0	4	3686,00	1656,00	5342,00	921,50	310
GANODIN	3	M	PUR SANG	4	0	2	3676,00	2757,00	6433,00	919,00	330
MOOJEED	3	M	PUR SANG	1	0	1	3660,00	2745,00	6405,00	3660,00	460
PARADE BAY	3	M	PUR SANG	1	0	1	3660,00	2745,00	6405,00	3660,00	
SKUKUZA	5	M	PUR SANG	1	0	1	3660,00	0,00	3660,00	3660,00	510
CHICA DE CIUDAD	5	F	PUR SANG	1	0	1	3660,00	0,00	3660,00	3660,00	440
REPEL	3	F	PUR SANG	1	0	1	3660,00	0,00	3660,00	3660,00	420
AZANIYA	4	F	PUR SANG	1	0	1	3660,00	0,00	3660,00	3660,00	
CROWN RELIC	3	M	PUR SANG	1	0	1	3660,00	0,00	3660,00	3660,00	
GOT HAWK	6	H	PUR SANG	7	0	3	3651,00	1641,00	5292,00	521,57	205
KER STORMY	7	H	PUR SANG	4	0	1	3648,00	1641,00	5289,00	912,00	325
TOPY'SIM	5	F	PUR SANG	2	0	1	3648,00	1641,00	5289,00	1824,00	325
RAQAT	3	M	PUR SANG	1	0	1	3648,00	2736,00	6384,00	3648,00	
TRIPLE SEPT	3	M	PUR SANG	2	0	1	3648,00	2736,00	6384,00	1824,00	
MARASI DRIVE	3	H	PUR SANG	3	0	2	3648,00	2736,00	6384,00	1216,00	330
LOVE MY LIFE	3	F	PUR SANG	3	0	1	3648,00	0,00	3648,00	1216,00	350
MOUSTIQUE	3	H	PUR SANG	1	0	1	3648,00	2736,00	6384,00	3648,00	310
KINGSHIRE	3	M	PUR SANG	1	0	1	3648,00	2736,00	6384,00	3648,00	
KUMPEL	3	H	PUR SANG	2	0	1	3648,00	2736,00	6384,00	1824,00	
BRUNETTE COLEMAN	3	F	PUR SANG	2	0	1	3648,00	2736,00	6384,00	1824,00	
SOTTCAT FAL	3	F	PUR SANG	1	0	1	3648,00	2736,00	6384,00	3648,00	
HANSOTTOGRUBER	5	H	PUR SANG	1	0	1	3648,00	0,00	3648,00	3648,00	275
WESTMINSTER COYOTE	3	M	PUR SANG	3	0	2	3648,00	0,00	3648,00	1216,00	350
ASTRAL DREAM	3	F	PUR SANG	1	0	1	3648,00	0,00	3648,00	3648,00	
CELESTIAL ROSE	3	F	PUR SANG	1	0	1	3648,00	0,00	3648,00	3648,00	
SPELONCATO	3	H	PUR SANG	3	0	1	3648,00	0,00	3648,00	1216,00	310
POTTER NICOLIERE	4	H	PUR SANG	6	0	2	3646,00	1640,00	5286,00	607,67	250
MON FLAMANT	5	H	PUR SANG	2	0	2	3638,00	1635,00	5273,00	1819,00	425
MANAROLA	9	F	PUR SANG	3	0	1	3626,00	1631,00	5257,00	1208,67	310
WHITE PLATIN	8	H	PUR SANG	3	0	1	3626,00	1631,00	5257,00	1208,67	330
HAVOC	8	M	PUR SANG	1	0	1	3626,00	1631,00	5257,00	3626,00	345
BELLA CIAO	6	F	PUR SANG	5	0	2	3626,00	1631,00	5257,00	725,20	180
TIGER ROCK	5	H	PUR SANG	4	0	1	3626,00	1631,00	5257,00	906,50	350
RAWIYA	4	F	PUR SANG	4	0	2	3621,00	1629,00	5250,00	905,25	330
DRAMAKUTA	5	F	PUR SANG	4	1	2	3610,00	1624,00	5234,00	902,50	470
RISING UP	6	M	PUR SANG	6	0	3	3602,00	1620,00	5222,00	600,33	220
KOELLE ALAAF	3	H	PUR SANG	2	0	2	3600,00	1200,00	4800,00	1800,00	290
NEVER LOST	3	F	PUR SANG	4	0	3	3600,00	2700,00	6300,00	900,00	300
RUSAIR FAL	3	M	PUR SANG	5	0	3	3594,00	2694,00	6288,00	718,80	325
TAKERYA	3	F	PUR SANG	2	0	1	3584,00	2688,00	6272,00	1792,00	390
ALMA MATER	3	F	PUR SANG	1	0	1	3584,00	2688,00	6272,00	3584,00	385
LADY TEDSMORE	3	F	PUR SANG	3	0	1	3584,00	0,00	3584,00	1194,67	385
ST MARKSMAN	3	M	PUR SANG	3	0	3	3581,00	0,00	3581,00	1193,67	345
PLENTY BLACK	3	F	PUR SANG	4	0	2	3578,00	2682,00	6260,00	894,50	285
ASTREA	3	F	PUR SANG	6	0	5	3577,00	2682,00	6259,00	596,17	300
GOT SEA	5	H	PUR SANG	7	0	4	3575,00	630,00	4205,00	510,71	230
DARNETAL	5	H	PUR SANG	2	0	2	3574,00	1248,00	4822,00	1787,00	295
MAVILLA TROIS	4	F	PUR SANG	5	0	3	3567,00	1603,00	5170,00	713,40	235
NEUSCHWANSTEIN	4	H	PUR SANG	6	0	3	3554,00	1598,00	5152,00	592,33	285
KING THISTLE	4	H	PUR SANG	3	0	2	3551,00	0,00	3551,00	1183,67	320
QUDILLERO	10	H	PUR SANG	3	0	2	3542,00	1593,00	5135,00	1180,67	225
GREAT PROMISE	6	H	PUR SANG	2	0	2	3540,00	1593,00	5133,00	1770,00	210
SAGUARO	10	H	PUR SANG	3	0	3	3532,00	0,00	3532,00	1177,33	200
MAC EMERY	4	H	PUR SANG	3	0	3	3520,00	1583,00	5103,00	1173,33	290
SIXUNION	7	H	PUR SANG	4	0	4	3504,00	1166,00	4670,00	876,00	230
APOLLON	7	H	PUR SANG	2	0	2	3504,00	0,00	3504,00	1752,00	245
ATAMAK	4	H	PUR SANG	5	1	0	3500,00	1575,00	5075,00	700,00	255
PERSIAN DEVA	3	F	PUR SANG	4	0	3	3500,00	1200,00	4700,00	875,00	260
LORIA	5	F	PUR SANG	2	0	1	3500,00	1575,00	5075,00	1750,00	320
AQUAMAN	4	M	PUR SANG	1	0	1	3500,00	0,00	3500,00	3500,00	
MARLENA'S PRINCE	4	H	PUR SANG	3	0	3	3500,00	0,00	3500,00	1166,67	260
PRINCESS ALICE	3	F	PUR SANG	7	0	5	3495,00	2620,00	6115,00	499,29	230
DAZZLE AT DAWN	6	H	PUR SANG	5	0	3	3481,00	1566,00	5047,00	696,20	195
VIVELAVIE	5	F	PUR SANG	4	0	4	3480,00	1566,00	5046,00	870,00	500
MISS TECH	3	F	PUR SANG	2	0	2	3480,00	2610,00	6090,00	1740,00	300
BOULEVARD BLANQUI	5	M	PUR SANG	2	0	2	3474,00	1563,00	5037,00	1737,00	
QUEEN LADY GOLD	6	F	PUR SANG	7	0	3	3471,00	1393,00	4864,00	495,86	160
THAT'S LIFE	5	F	PUR SANG	3	0	2	3467,00	1559,00	5026,00	1155,67	250
RED COUNTESS	5	F	PUR SANG	6	0	3	3466,00	1244,00	4710,00	577,67	150
ZAAHIR	10	H	PUR SANG	6	0	3	3464,00	1557,00	5021,00	577,33	195
STEP MORNING	8	H	PUR SANG	1	0	1	3458,00	1556,00	5014,00	3458,00	410
MAIA STAR	5	F	PUR SANG	2	0	1	3458,00	1556,00	5014,00	1729,00	390
HASTA LA VISTA	5	H	PUR SANG	1	0	1	3458,00	1556,00	5014,00	3458,00	380
POMELEO	5	M	PUR SANG	1	0	1	3458,00	1556,00	5014,00	3458,00	250
SHIAWASE	4	H	PUR SANG	1	0	1	3458,00	1556,00	5014,00	3458,00	430
SEDANO	4	M	PUR SANG	1	0	1	3458,00	1556,00	5014,00	3458,00	415
BACHEROVKA	3	F	PUR SANG	1	0	1	3458,00	2593,00	6051,00	3458,00	
DREAM MACHINE	3	H	PUR SANG	2	0	1	3458,00	2593,00	6051,00	1729,00	
BAY HOUSE	3	F	PUR SANG	1	0	1	3458,00	2593,00	6051,00	3458,00	
NONNABELLA	3	F	PUR SANG	1	0	1	3458,00	2593,00	6051,00	3458,00	
DANSEUSE DE DABI	3	F	PUR SANG	1	0	1	3458,00	2593,00	6051,00	3458,00	
NANCY DES PLACES	3	F	PUR SANG	1	0	1	3458,00	2593,00	6051,00	3458,00	
BRIDGE OF TEARS	3	F	PUR SANG	3	0	1	3458,00	2593,00	6051,00	1152,67	335
LOUIZA	3	F	PUR SANG	1	0	1	3458,00	2593,00	6051,00	3458,00	
COSY BEAR	3	H	PUR SANG	1	0	1	3458,00	2593,00	6051,00	3458,00	375
SAMOR	3	M	PUR SANG	2	0	1	3458,00	2593,00	6051,00	1729,00	360
DOBBA	4	H	PUR SANG	1	0	1	3458,00	0,00	3458,00	3458,00	455
MODELLING	3	F	PUR SANG	1	0	1	3458,00	0,00	3458,00	3458,00	
WILD PACIFIC	3	F	PUR SANG	1	0	1	3458,00	0,00	3458,00	3458,00	
POCA GEN	7	H	PUR SANG	4	0	2	3456,00	1554,00	5010,00	864,00	375
ARTOA	3	F	PUR SANG	4	0	2	3456,00	2592,00	6048,00	864,00	335
ST LUNAIRE	3	H	PUR SANG	7	0	2	3456,00	2591,00	6047,00	493,71	290
LANDMAN	3	M	PUR SANG	3	0	2	3456,00	2592,00	6048,00	1152,00	330
MATINAL	3	M	PUR SANG	3	0	2	3451,00	2588,00	6039,00	1150,33	370
ZARTOP	4	H	PUR SANG	6	0	4	3439,00	1546,00	4985,00	573,17	245
RAFIKI	4	M	PUR SANG	2	0	2	3438,00	0,00	3438,00	1719,00	275
FAVORITE CRIME	5	H	PUR SANG	4	0	2	3434,00	1545,00	4979,00	858,50	275
JOSHUA MOON	8	H	PUR SANG	5	0	3	3432,00	869,00	4301,00	686,40	205
RED NUREYEV	6	H	PUR SANG	4	0	3	3427,00	0,00	3427,00	856,75	310
DOCTOR RON	7	H	PUR SANG	2	0	2	3425,00	1540,00	4965,00	1712,50	325
MEISHO VELITE	5	F	PUR SANG	4	0	2	3421,00	1539,00	4960,00	855,25	280
QUARTZDARGENT	8	H	PUR SANG	2	0	2	3412,00	1534,00	4946,00	1706,00	260
GRAND TERROIR	4	M	PUR SANG	3	0	3	3397,00	1527,00	4924,00	1132,33	315
PLUMBAGO	6	H	PUR SANG	4	0	3	3386,00	1522,00	4908,00	846,50	245
KIMBIA	4	F	PUR SANG	5	0	4	3386,00	1522,00	4908,00	677,20	310
LA HAUTE ISLE	8	F	PUR SANG	5	0	3	3383,00	1522,00	4905,00	676,60	230
RINASCERO	4	H	PUR SANG	2	0	2	3383,00	1521,00	4904,00	1691,50	335
MONTIGNY	7	H	PUR SANG	5	0	3	3371,00	1516,00	4887,00	674,20	215
ZODD	4	H	PUR SANG	4	0	3	3371,00	1516,00	4887,00	842,75	310
PRIVATE DINNING	5	F	PUR SANG	3	0	2	3360,00	1512,00	4872,00	1120,00	205
MINOTOR	3	H	PUR SANG	3	0	1	3360,00	2520,00	5880,00	1120,00	340
YZYA	3	F	PUR SANG	4	0	1	3360,00	2520,00	5880,00	840,00	335
SECRET GLORY	7	F	PUR SANG	7	0	4	3356,00	1509,00	4865,00	479,43	160
PATRIARCHE	3	M	PUR SANG	3	0	3	3346,00	0,00	3346,00	1115,33	315
MORNING SPIRIT	7	F	PUR SANG	5	0	4	3344,00	1503,00	4847,00	668,80	195
MAESTRAL	4	H	PUR SANG	5	0	2	3340,00	1502,00	4842,00	668,00	275
SICILIANO	3	H	PUR SANG	2	0	1	3332,00	2499,00	5831,00	1666,00	425
CROQUIS	4	M	PUR SANG	3	0	1	3332,00	0,00	3332,00	1110,67	445
SORENGO	4	H	PUR SANG	6	0	2	3329,00	1496,00	4825,00	554,83	275
ETCHEBASTER	3	H	PUR SANG	2	0	2	3328,00	2496,00	5824,00	1664,00	380
QUIET WIFE	4	F	PUR SANG	4	0	3	3318,00	1492,00	4810,00	829,50	330
VIZIOSA	3	F	PUR SANG	3	0	2	3316,00	2486,00	5802,00	1105,33	375
THECLIMB	8	H	PUR SANG	5	0	2	3312,00	1490,00	4802,00	662,40	210
KLASSIC PRECIEUX	6	H	PUR SANG	3	0	2	3312,00	1490,00	4802,00	1104,00	310
KATIE LIGHT	4	F	PUR SANG	5	0	4	3294,00	1480,00	4774,00	658,80	270
AL MA'IDA	3	M	PUR SANG	4	0	3	3291,00	2468,00	5759,00	822,75	345
BAYLAGAN	10	H	PUR SANG	2	0	1	3288,00	1479,00	4767,00	1644,00	195
PRINCEDESCHAMPS	8	H	PUR SANG	5	0	1	3288,00	1479,00	4767,00	657,60	150
SHOWBOATED	5	H	PUR SANG	2	0	1	3288,00	1479,00	4767,00	1644,00	150
RUE DES ORTEAUX	5	F	PUR SANG	6	0	3	3284,00	1477,00	4761,00	547,33	185
KAMIKAZE	3	H	PUR SANG	6	0	2	3284,00	0,00	3284,00	547,33	245
CALON LAN	5	H	PUR SANG	3	0	2	3281,00	1476,00	4757,00	1093,67	300
SPRING BANK	4	H	PUR SANG	4	0	4	3281,00	834,00	4115,00	820,25	260
COSTARMORICAIN	5	H	PUR SANG	2	0	2	3270,00	0,00	3270,00	1635,00	265
IMPERIAL CHOPE	3	F	PUR SANG	4	0	3	3268,00	576,00	3844,00	817,00	270
PROLIXE	3	M	PUR SANG	3	0	3	3264,00	2448,00	5712,00	1088,00	280
KRISTAL	3	H	PUR SANG	7	0	6	3261,00	2445,00	5706,00	465,86	300
CORBUSIER	2	M	PUR SANG	2	0	2	3261,00	2445,00	5706,00	1630,50	
LE LEGIONNAIRE	3	M	PUR SANG	3	0	3	3241,00	2430,00	5671,00	1080,33	380
DEVIL'STORY	3	H	PUR SANG	5	0	4	3240,00	2430,00	5670,00	648,00	315
SINGEL MALT	9	H	PUR SANG	4	0	3	3240,00	1457,00	4697,00	810,00	205
MOONWALKER	5	H	PUR SANG	6	0	3	3228,00	1451,00	4679,00	538,00	185
GLORIOUS CROSS	3	F	PUR SANG	3	0	2	3228,00	2421,00	5649,00	1076,00	310
MISSES LILY	3	F	PUR SANG	4	0	2	3228,00	1296,00	4524,00	807,00	280
FAL DARA	6	F	PUR SANG	2	0	2	3216,00	1447,00	4663,00	1608,00	200
LIKE NO OTHER	3	F	PUR SANG	5	0	3	3213,00	1284,00	4497,00	642,60	230
MOLDIRA	3	F	PUR SANG	2	0	2	3211,00	0,00	3211,00	1605,50	
MALWINA BELLA	4	F	PUR SANG	5	0	3	3208,00	1443,00	4651,00	641,60	240
SEA THE WOOD	6	H	PUR SANG	4	0	3	3200,00	1440,00	4640,00	800,00	250
IRIA CHOPE	3	F	PUR SANG	4	0	2	3196,00	2397,00	5593,00	799,00	290
MISTRALOU	3	H	PUR SANG	6	0	3	3195,00	2396,00	5591,00	532,50	245
ARTISTIC GLORY	8	F	PUR SANG	5	0	5	3190,00	1435,00	4625,00	638,00	515
NYMPHENBURG	2	M	PUR SANG	2	0	2	3186,00	2389,00	5575,00	1593,00	
MADIGAN	6	H	PUR SANG	5	0	3	3185,00	1432,00	4617,00	637,00	205
HORNIG	3	M	PUR SANG	4	0	3	3170,00	0,00	3170,00	792,50	325
CHARM WRENS	7	F	PUR SANG	4	0	2	3168,00	1425,00	4593,00	792,00	190
SIEGLINDE	4	F	PUR SANG	3	0	2	3168,00	1425,00	4593,00	1056,00	350
LADY FRANCA ROSA	3	F	PUR SANG	4	0	2	3168,00	360,00	3528,00	792,00	320
TEUCH WIN	3	H	PUR SANG	3	0	2	3168,00	2376,00	5544,00	1056,00	325
OTONIA	3	F	PUR SANG	3	0	2	3168,00	2376,00	5544,00	1056,00	320
NIGHTJAR	3	F	PUR SANG	2	0	2	3168,00	0,00	3168,00	1584,00	
PIRAILLAN	4	H	PUR SANG	6	0	2	3162,00	1422,00	4584,00	527,00	250
ARCTIC BAY	3	F	PUR SANG	2	0	2	3155,00	2366,00	5521,00	1577,50	425
JOYPHORIA	3	F	PUR SANG	5	0	4	3153,00	2364,00	5517,00	630,60	285
CLEMENZA	6	F	PUR SANG	3	0	2	3150,00	1417,00	4567,00	1050,00	205
SUCCESS STORY	8	F	PUR SANG	5	0	2	3141,00	1413,00	4554,00	628,20	150
HAKAMAORI	4	F	PUR SANG	4	0	4	3139,00	870,00	4009,00	784,75	
