Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
HARAS DU BOSQUET	10	26	7	17	78116,00	1024,00	79140,00	7712,00	3004,46	7812	3
MR YANNICK FOUIN	3	19	2	14	45460,00	20450,00	65910,00	7637,00	2392,63	15153	6
MME WALTRAUT SPANNER	5	13	2	8	56620,00	24941,00	81561,00	7548,00	4355,38	11324	3
ECURIE NORMANDY SPIRIT	4	19	3	11	70111,00	46637,00	116748,00	7507,00	3690,05	17528	5
ECURIE X	10	24	3	9	44902,00	23909,00	68811,00	7502,00	1870,92	4490	2
MME CATHERINE TAMAGNI	1	10	2	7	39833,00	17922,00	57755,00	7502,00	3983,30	39833	10
MR ALAIN MAUBERT	5	14	2	6	38621,00	18827,00	57448,00	7465,00	2758,64	7724	3
EUROPEAN BLOODSTOCK MANAGEMENT	12	37	2	14	44888,00	20193,00	65081,00	7430,00	1213,19	3741	3
MR THIERRY STORME	10	26	3	15	81537,00	55517,00	137054,00	7427,00	3136,04	8154	3
MME EVELYNE POITEVIN	4	18	2	7	35814,00	21277,00	57091,00	7417,00	1989,67	8954	5
MR JEAN-PIERRE GAUVIN	4	25	4	13	48189,00	21675,00	69864,00	7163,00	1927,56	12047	6
MR SAM SANGSTER	4	30	2	20	45519,00	19801,00	65320,00	7142,00	1517,30	11380	8
MR CHARLES BAREL	10	31	2	15	40213,00	20508,00	60721,00	7125,00	1297,19	4021	3
MR PETER RECHSTEINER	4	21	2	8	35957,00	17637,00	53594,00	7112,00	1712,24	8989	5
SCEA  BARBOTTIERE	9	36	3	19	42319,00	19774,00	62093,00	7107,00	1175,53	4702	4
MR HUGUES ROUSSEAU	5	17	3	7	38731,00	22772,00	61503,00	7095,00	2278,29	7746	3
MME MARIE-CLAUDE BIAUDIS	3	15	2	10	34476,00	19953,00	54429,00	7069,00	2298,40	11492	5
MR GHISLAIN DESLANDES	4	14	1	11	31626,00	22662,00	54288,00	7052,00	2259,00	7906	4
MR CHRISTOPHER RICHARD HIRST	3	12	2	3	40951,00	18332,00	59283,00	7048,00	3412,58	13650	4
MR ADRIEN VAN DIJK	1	4	2	2	39040,00	0,00	39040,00	7026,00	9760,00	39040	4
PCSSE ZAHRA AGA KHAN	5	8	3	2	50928,00	31270,00	82198,00	6984,00	6366,00	10186	2
MR STUART MCPHEE	7	25	1	14	33798,00	20985,00	54783,00	6971,00	1351,92	4828	4
SASU  ECURIE PASCALE MENARD	7	21	4	12	76483,00	34410,00	110893,00	6961,00	3642,05	10926	3
MR MOHAMMAD AL-NAJAFI	2	3	2	1	72500,00	15075,00	87575,00	6929,00	24166,67	36250	2
