Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
MAEL LE CALLONEC	63	89	2	45	75430,00	37618,00	113048,00	13649,00	847,53	1197	1
JENTE MARIEN	43	71	2	22	49008,00	20930,00	69938,00	8286,00	690,25	1140	2
BRANDON FLAMENT	37	48	2	19	37291,00	8456,00	45747,00	3842,00	776,90	1008	1
MME SARAH ST LARY LEROY	16	32	2	16	39701,00	18749,00	58450,00	5187,00	1240,66	2481	2
SEBASTIANO DERIU	19	24	2	14	38546,00	28043,00	66589,00	6980,00	1606,08	2029	1
MME CECILIA POIRIER	28	41	2	14	23916,00	8887,00	32803,00	4372,00	583,32	854	1
ANGELO ZULIANI	20	26	2	12	35720,00	0,00	35720,00	6427,00	1373,85	1786	1
BRUNO AUGUSTO PAIVA LOPES	13	28	2	11	31180,00	13240,00	44420,00	5204,00	1113,57	2398	2
MME SOPHIE CHUETTE	18	28	2	10	26580,00	17293,00	43873,00	5222,00	949,29	1477	2
WILLIAM BUICK	12	13	2	7	269920,00	0,00	269920,00	0,00	20763,08	22493	1
MME CANDICE SPERRY	20	27	2	7	13497,00	8975,00	22472,00	2047,00	499,89	675	1
BOLOT KALYSBEK UULU	6	10	2	4	27844,00	12576,00	40420,00	3814,00	2784,40	4641	2
MME COLINE SAULOUP	10	14	2	4	15938,00	6765,00	22703,00	1996,00	1138,43	1594	1
QUENTIN GAIGNARD	4	4	2	2	10600,00	0,00	10600,00	1716,00	2650,00	2650	1
MME LEA DENUAULT	10	13	2	2	10375,00	5193,00	15568,00	2068,00	798,08	1038	1
DYLAN BROWNE MCMONAGLE	5	5	2	1	207429,00	42245,00	249674,00	11570,00	41485,80	41486	1
SYLVAIN RUIS	49	60	1	28	58631,00	29342,00	87973,00	9933,00	977,18	1197	1
ALEXANDRE LASTRAJOLI	16	31	1	22	30198,00	6099,00	36297,00	5337,00	974,13	1887	2
JAMES WILLIAM DOYLE	23	28	1	19	340218,00	36046,00	376264,00	15142,00	12150,64	14792	1
NICOLAS ASTIER	26	48	1	19	18587,00	9316,00	27903,00	3592,00	387,23	715	2
